Response ID,Timestamp (mm/dd/yyyy),Question Number,Question,Emotions,,,,,,,
85276836,9/13/2022 14:40,2,Un hombre sale en coche no se sabe hacia dónde. Vemos un grupo de jóvenes tocando música y llega el hombre.,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85276418,9/13/2022 14:34,2,"fue tan negativa la experiencia que por consejo de la psicologa, la borré de la mente y no me conviene volver a recordar momentos desagradables",,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85275926,9/13/2022 14:28,2,Asco y ganas de vomitar. Todavía cuando pienso en eso siento lo mismo,,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,,,,,
85275915,9/13/2022 14:27,2,"Mi cita con el neurocirujano para saber el resultado de la resonancia. Cuando fui a la cita fui esperanzada de que ya me ingresarían en lista de espera para la operación de hernia que tengo, pero para mi sorpresa me derivó a un grupo de cirujanos especializados en crujía de espalda y me decepcione al saber que tendría que esperar más tiempo.","Anger (e.g., Rage, Mad, or Irritated)",,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)","Desire (e.g., Wanting, Craving, or Longing)",,
85275907,9/13/2022 14:27,2,Varias veces me han atendido muy bien en urgencias,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85275898,9/13/2022 14:27,2,ruidos insoportable sin ningun duda no se puede aguantar,"Anger (e.g., Rage, Mad, or Irritated)","Disgust (e.g., Nausea, Sickened, or Revulsion)",,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85275879,9/13/2022 14:27,2,Me he sentido algo nerviosa e inquieta. También me ha hecho pensar y me he puesto triste,,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85275692,9/13/2022 14:23,2,"nada que destacar en los 2 anuncios, vida cotidiana que una persona se sube a un taxi y las colegialas tocando instrumentos musicales",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85275686,9/13/2022 14:23,2,"aparece una persona subiendo a un taxi, luego un colegio japones tocando una trompeta",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85275681,9/13/2022 14:23,2,"Angustia, incertidumbre por no saber que va a pasar",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85275644,9/13/2022 14:22,2,"Es el día de San Patricio y yo no estaba trabajando por la tarde, entonces me llamaron desde el departamento de escaparates para decirme que a partir de ese momento yo era escaparatista y que tenía que viajar a Ourense para la formación. Solo había 1 plaza y me llamaron a mi. Creo que fue mi mejor momento laboral hasta hoy.",,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85275356,9/13/2022 14:18,2,"LIGERO ,CON UN GRAN BIENESTAR ,DISFRUTANDO DE LO QUE HASTA ESE MOMENTONO PODIA HACER SIN UN GRAN ESFUERZO",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85275155,9/13/2022 14:15,2,Después de una operación comprobar que el problema se había resuelto,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85275085,9/13/2022 14:14,2,Curiosidad e intriga con que venía después ganas de descubrirlo,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85274959,9/13/2022 14:12,2,"una sensación muy buena, te deja perplejo al escucharlo",,,,,,"Desire (e.g., Wanting, Craving, or Longing)","Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85274955,9/13/2022 14:12,2,me sentia tranquilo y expectante por ver que sucedia,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85274929,9/13/2022 14:12,2,no he sentido nada en especial.no he experimentando ningun pensamiento o sentimiento.,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85274872,9/13/2022 14:10,2,tranquilidad y relajacion . me ha tranquilizado escuchar la música,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85274787,9/13/2022 14:09,2,"recuerdo cuando 4 meses antes fuy al medico porque me cansaba mucho y me aficiaba,y me dijo que solo era mocos y me dio un jarabe,y a los 4 mese me dio un infarto y el cardiologo.me dijo que como el medico me dio un jarabe si en realidad era que el cuerpo me estaba avisando para darme el infarto","Anger (e.g., Rage, Mad, or Irritated)",,"Fear (e.g., Terror, Scared, or Panic)",,,,,
85274737,9/13/2022 14:08,2,un homnbre triste escucha musica mientras una pequeñq banda suena en vivo,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
85274507,9/13/2022 14:06,2,tranquilidad sin ningun dato mas de interes...............................................................................,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85274494,9/13/2022 14:05,2,"Con una caída en la me rompí los ligamentos del hombro, en ese momento pensé qué mi brazo no lo podría volver a tener como antes y qué me limitaría mucho mi vida diaria. Tuve tanta angustia al pensar en ello que me costaba respirar.","Anger (e.g., Rage, Mad, or Irritated)",,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85274486,9/13/2022 14:05,2,preparación para hacer una colonoscopia es sumamente desagrdable.,,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85273936,9/13/2022 13:56,2,he sentido nervios y preocupacion por el video se veia alguien con cascos,"Anger (e.g., Rage, Mad, or Irritated)","Disgust (e.g., Nausea, Sickened, or Revulsion)","Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85273355,9/13/2022 13:46,2,"Sensación de tristeza, ya que por un accidente perdí parte de movilidad en una parte del cuerpo. Angustia, preocupación, dolor",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85273038,9/13/2022 13:40,2,feliz con la familia cenando en un buén restaurante,,,,,,"Desire (e.g., Wanting, Craving, or Longing)","Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85272535,9/13/2022 13:32,2,No pertenecer al grupo que se encuentra en su camino,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
85272377,9/13/2022 13:28,2,no recuerdo ninguna situacion negativa. Seguramente serian sentimientos de pena y dolor,,"Disgust (e.g., Nausea, Sickened, or Revulsion)","Fear (e.g., Terror, Scared, or Panic)",,,,,
85271622,9/13/2022 13:26,2,EN ESPECIAL SE REFIERE AL SENTIDO DEL SONIDO ESLO QUE SIENTO Y ME PARECE,,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85271089,9/13/2022 13:23,2,"Cuando mi mujer dijo que no me quería y quería separarse. Por discreción, no voy a contar lo que sucedió después y que me hizo tocar fondo y terminar durante seis meses en un lugar en el que nunca pensé que iba a estar. Pero tras una depresión tremenda, una vergüenza increíble por lo que hice y todo el proceso que vino después, puedo decir que nunca me voy a ver afectado por nada parecido. Tan sólo la pérdida de alguno de mis hijos me podría poner peor. Lo demás no importa.","Anger (e.g., Rage, Mad, or Irritated)",,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85270546,9/13/2022 13:15,2,"INDIFERENCIA, NO ME INTERESA LO QUE PASABA. NO ENTIENDO ESTA ENCUESTA",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85270123,9/13/2022 13:08,2,"No senti nada en especial me parecio un video normal, pero no me llamo la atención.",,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85268879,9/13/2022 12:50,2,Me siento rabioso y le deseo que le pase lo mismo que me hizo a mi.,"Anger (e.g., Rage, Mad, or Irritated)",,,,,,,
85267357,9/13/2022 12:31,2,me senti frustado y apenado pero no por mi por el familiar al que le sucedio,,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85265773,9/13/2022 12:08,2,"No ha pasado nada malo, ni que sea grave, ni para preocuparse.",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85263629,9/13/2022 11:51,2,"Hace unos años tuve una neumonía muy, muy grave. Estuve varios días en la UCI en coma inducido. Cuando me despertaron no sabía que había ocurrido… Todos los días esperaba que me llevaran a planta y parecía que no iba a llegar nunca. Pero una noche que no pude dormir nada por la tos, supe que al día siguiente me enviarían a planta, la tos era distinta. Al día siguiente me enviara a planta! Una alegría enorme!!!",,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85263601,9/13/2022 11:50,2,NO SE COMOD DESCRIBIRLO NO TENGO PALABRAS PARA DECIR COMO ME SENTIA EN ESOS MOMENTOS,,,,,,"Desire (e.g., Wanting, Craving, or Longing)","Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85263317,9/13/2022 11:46,2,"Lo más agradable, es cuando un médico te dice que no tienes nada de importancia",,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85260048,9/13/2022 11:09,2,"Me caí de una escalara y tuve fractura de base de cráneo. No sentí nada hasta cinco días después, pero fue mas bien desconcierto.",,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85259991,9/13/2022 11:08,2,esta bien no se que mas decir la verdad lo siento y chin pum que pesaditos a veces,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85256361,9/13/2022 10:23,2,me a gustado como las chicas hacen musica lo tocan muy bien,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85256295,9/13/2022 10:22,2,ESTABA ENFADADO CON UN AMIGO PORQUE NO ACUDIO A UNA CITA,"Anger (e.g., Rage, Mad, or Irritated)",,,,,,,
85256293,9/13/2022 10:22,2,"UN FAMILIAR, HA PASADO POR UNA ENFERMEDAD GRAVE Y HE VIVIDO UNOS DIAS ANGUSTIOSOS, HASTA QUE SALIÓ DE PELIGRO.",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85256154,9/13/2022 10:21,2,Un hombre que se coloca unos cascos y unas chicas practican con trombones,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85255688,9/13/2022 10:15,2,cuando voy al spa con mi familia es muy reconfortante y me viene fenomenal para pasar un rato en familia y para la espalda,,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85255683,9/13/2022 10:15,2,"Divertido, curioso, entretenido, nuevo, original, pretencioso",,,,,,"Desire (e.g., Wanting, Craving, or Longing)","Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85255658,9/13/2022 10:15,2,Me senti frustado al observar como los que creia amigos me vendian por su estatus y demostraban que no valen nada,"Anger (e.g., Rage, Mad, or Irritated)","Disgust (e.g., Nausea, Sickened, or Revulsion)",,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85255520,9/13/2022 10:13,2,Seguir viviendo ya es un logro después de las complicaciones de circulación que he padecido,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85255404,9/13/2022 10:12,2,Me opere de cervicales con resultado muy positivo y buena recuperacion,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85255356,9/13/2022 10:11,2,"Me desperté de la anestesia tras una gastroscopia. Me habían detectado un pólipo en el estómago un año antes y estaba pendiente de si crecía, así que iba muy asustado. Pensaba en la decisión que tendría que tomar y era muy pesimista. El doctor me dijo que no había crecido nada y fue como si se abriera el cielo después de una tormenta.",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85255308,9/13/2022 10:10,2,En relación a mi saludo no sabría que experiencia comentar que haya vivido con intensidad.,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85255282,9/13/2022 10:10,2,"El acontecimiento mas intenso que he tenido fue el nacimiento de primera hija , lo recuerdo como algo grandioso , un sentimiento de felicidad de bienestar no cambiable por nada",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85255201,9/13/2022 10:09,2,"El nacimiento de mis hijos, ha sido la experiencia mas maravillosa que he vivido",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85255122,9/13/2022 10:08,2,No se hjb v hjhj gttc gythh hujjb gggc jjjj hhgxz jjjgx jhjg hhh,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
85254910,9/13/2022 10:06,2,"Cuando nació mi primer hijo y lo vi fue la mayor sensación de felicidad, satisfacción, nerviosismo y amor que sentí , esa experiencia se repite cuando nació mi segundo hijo y cuando nacieron mi nieto y mi nieta",,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85245884,9/13/2022 8:26,2,"estoy acostumbrado, a ver de todo ,tal vez cuando me raje la pierna con una rama",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
84831202,9/7/2022 9:58,2,Nunca me pasó nada repulsivo o espeluznante. No podría inventar un sentimiento o sensación semejante,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
84691392,9/6/2022 9:08,2,Empezé con un poco de incertidumbre y luego ya no fue nada,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
84690996,9/6/2022 9:08,2,Una vez me atropello de niña un coche el pie y me hizo mucho daño me hizo un esguince y tuve que llevarlo dos semanas.,,,"Fear (e.g., Terror, Scared, or Panic)",,,,,
84690849,9/6/2022 9:07,2,Alegre y divertido en el parque de atracciones con mi familia y amigos,,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
84690712,9/6/2022 9:07,2,Cuando pensaba que tenia algo en los riñones y al final no fue nada,,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)","Desire (e.g., Wanting, Craving, or Longing)",,
84690205,9/6/2022 9:06,2,creo que la mayor ocasion donde paso eso fue la verdad conduciendo creia que iria a chocar conduciendo pero no ocurrio y la verdad la situacion fue muy agradable al ver que nada habia pasado,,"Disgust (e.g., Nausea, Sickened, or Revulsion)","Fear (e.g., Terror, Scared, or Panic)",,,,,
84689976,9/6/2022 9:06,2,La perdida de mi abuelo fue muy dura aunque esperada,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
84688177,9/6/2022 9:03,2,"miedo, porque pensaba que no iba a poder salir de esa, que me iba a ser super dificil superarlo",,,"Fear (e.g., Terror, Scared, or Panic)",,,,,
84686658,9/6/2022 9:00,2,La perdida de mi hijo fue el momento más triste de toda mi existencia. No se puede explicar,"Anger (e.g., Rage, Mad, or Irritated)",,"Fear (e.g., Terror, Scared, or Panic)",,"Sadness (e.g., Grief, Lonely, or Empty)",,,
84684720,9/6/2022 8:56,2,Cuando me enamoré por primera vez de verdad y eso fue a los 22 años.,,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
84684634,9/6/2022 8:56,2,Sentí dolor y interiormente algo dentro de mí que no podía seguir con mis actividades habituales cosa que causa un estado negativo en mi,"Anger (e.g., Rage, Mad, or Irritated)",,,,,"Desire (e.g., Wanting, Craving, or Longing)",,
84682806,9/6/2022 8:53,2,pues nada cuando me fui a hacer el chequeo no pensaba encontrar nada y asi fue cuando mw dieron los resultados,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
84682582,9/6/2022 8:52,2,"Ansiedad y no control de la situación, frustración",,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
84681710,9/6/2022 8:51,2,"Una situación mala muy mala y desagradable,donde no sabes si hay salida y es muy perjudicial",,"Disgust (e.g., Nausea, Sickened, or Revulsion)","Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
84681689,9/6/2022 8:51,2,música en grupo para tocar en una escuela todos juntos,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83523896,9/3/2022 7:25,2,"No recuerdo ninguna experiencia significativa que me haya producido tal nivel de placer y satisfacción recientemente, en los últimos 10 años.",,,,,,"Desire (e.g., Wanting, Craving, or Longing)",,
83271386,8/31/2022 16:58,2,"Incertidumbre, nerviosismo y miedo. sobre todo mucho miedo y desazón.",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83270941,8/31/2022 16:53,2,"Una ves en un parque de los abuelos, un hombre se acercó a mi y ami amigo y raro es nos estaba hablando mientras se tocaba los huevos, osea como una paja se hacía. Fue realmente horrible, asqueroso y desagradable","Anger (e.g., Rage, Mad, or Irritated)","Disgust (e.g., Nausea, Sickened, or Revulsion)","Fear (e.g., Terror, Scared, or Panic)",,,,,
83270592,8/31/2022 16:49,2,Ha sido muy aburrido y no la entiendo porque no tienen relación alguna,,,,,,"Desire (e.g., Wanting, Craving, or Longing)",,
83270412,8/31/2022 16:47,2,Me operé de miopía y cuando salí de la operación no daba crédito de que pudiera ver todo bien sin gafas,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
83269803,8/31/2022 16:43,2,"Vi a un amigo sufrir un accidente. Senti Dolor intenso, impotencia y rabia","Anger (e.g., Rage, Mad, or Irritated)","Disgust (e.g., Nausea, Sickened, or Revulsion)","Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83269749,8/31/2022 16:43,2,Frustración y desesperacion y ganas de que pasase el tiempo,"Anger (e.g., Rage, Mad, or Irritated)",,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83269715,8/31/2022 16:42,2,Me sentí bien y a gusto al ver el anuncio me hizo sentirme bien,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
83269293,8/31/2022 16:38,2,Toque el vómito de un amigo de fiesta y note un asco terrible por el olor y el tacto. Me replantee apuñalarlo,,"Disgust (e.g., Nausea, Sickened, or Revulsion)","Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83269265,8/31/2022 16:37,2,cuando era pequeñp que tenia fievre que me quidavano mucho y me querian mama y hermana,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83268713,8/31/2022 16:32,2,"Buena experiencia,y tranqulizadora la verdad , normal y una experiencia nueva",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83268443,8/31/2022 16:29,2,Me desmaye en un restaurante y perdí la noción del tiempo al abrir los ojos estaba mi amigo mirandome,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83268122,8/31/2022 16:26,2,"Asombro, pensamientos rapidos, seriedad, reacion autoreflejo.","Anger (e.g., Rage, Mad, or Irritated)","Disgust (e.g., Nausea, Sickened, or Revulsion)",,,,"Desire (e.g., Wanting, Craving, or Longing)",,
83267739,8/31/2022 16:22,2,"cuando era pequeña, jugando, un amigo me empujó y me abrí la ceja",,,"Fear (e.g., Terror, Scared, or Panic)",,,,,
83266890,8/31/2022 16:14,2,"Pues cuando vi la mantequilla mohosa en el frigorífico,fue muy nauseabundo",,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,,,,,
83266881,8/31/2022 16:14,2,sensacion de miedo preocupacion nostalgia pensar en los acontecimientos posteriores,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83266620,8/31/2022 16:12,2,Nunca he vivido una experiencia así. Supongo que de pasarme algo así estaría enfadad con esa persona. Y no querría verla en una temporada larga.,"Anger (e.g., Rage, Mad, or Irritated)",,,,,,,
83266481,8/31/2022 16:11,2,Fue como una patada en los huevos y 30 partos juntos y que tu crush te rechaze fue una exp orrible,,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
83266454,8/31/2022 16:11,2,Su educación y responsabilidad con la gente y experiencia,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83266444,8/31/2022 16:10,2,Uno señor con cascos y unas estudiante tocando instrumentos,,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
83266355,8/31/2022 16:10,2,Lola acabo de perder a ni gato. Ya sabes lo q significaba oara mi era una parte nuy importante. Me ayudo en parte a ser lo q ahora soy,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83266312,8/31/2022 16:09,2,"El día que me casé fue uno de los mejores momentos, para completar mi vida al lado de la persona amada",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
83266291,8/31/2022 16:09,2,"ME SUBIÓ LA TENSIÓN POR PROBLEMAS, ME SENTI MUY MAL",,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83266283,8/31/2022 16:09,2,Me ha hecho tomar más precauciones y estar atento a mí nutricion,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83266277,8/31/2022 16:09,2,"Fui de vacaciones a Benicasim, hacía mucho tiempo que no me tomaba unas vacaciones y he estado muy tranquila y he disfrutado mucho",,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
83266258,8/31/2022 16:09,2,"Nada especially, muy aburrido, música fea. Características negativas",,,"Fear (e.g., Terror, Scared, or Panic)",,,,,
83266256,8/31/2022 16:09,2,"Muerte repentina . Miedo, inseguridad y tristeza e incertidumbre",,,"Fear (e.g., Terror, Scared, or Panic)",,,,,
83266255,8/31/2022 16:09,2,Afortunadamente no he sufrido ninguna situación en la cuál mi vida corriera peligro.,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83266242,8/31/2022 16:09,2,obra maestra con música clásica y muy novedoso y especial,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
83266136,8/31/2022 16:08,2,El hecho de cuidarte físicamente y de forma saludable para llegar lejos en el mundo del deporte.,,,,,,"Desire (e.g., Wanting, Craving, or Longing)",,
83266115,8/31/2022 16:08,2,Que me insultara y me llamara gorda el medico en la consulta,"Anger (e.g., Rage, Mad, or Irritated)",,,,,,,
83265959,8/31/2022 16:07,2,CuNdo sucedió todo fue pura adrenalina. Luego tuve que manejar la situación y poco a poco buscar mejoría. Busqué ayuda,,,"Fear (e.g., Terror, Scared, or Panic)",,,,,
83265949,8/31/2022 16:07,2,Salen unas niñas tocando un instrumento sentadas en las mesas de clase. De fondo se ve algún otro niño más,,,,,,"Desire (e.g., Wanting, Craving, or Longing)",,
83265934,8/31/2022 16:07,2,"Recuerdo cuando estuve en urgencias por un colico nefritico y empecé a notar como se iba el dolor y me dijeron que podía irme a casa después de cuatro horas sola con medicación, me sentí extremadamente aliviada",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83265931,8/31/2022 16:07,2,no encontraban la causa de mis mareos y me recomendaron perder peso,"Anger (e.g., Rage, Mad, or Irritated)",,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83265916,8/31/2022 16:06,2,Buena experiencia y ofrece buenos productos para todo,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83265912,8/31/2022 16:06,2,Después de varias visitas al oftalmólogo no daba nunca con la tecla para que no me saliera orzuelos,"Anger (e.g., Rage, Mad, or Irritated)","Disgust (e.g., Nausea, Sickened, or Revulsion)",,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83265908,8/31/2022 16:06,2,"Una vez observé un politoxicómano con heridas y cosas raras en su rostro,me pareció desagradable.",,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,,,,,
83265894,8/31/2022 16:06,2,"Me repugna cuando por la calle, la gente escupe, me da tanto asco que me dan arcadas de pensarlo",,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,,,,,
83265893,8/31/2022 16:06,2,"La muerte de mi padre. Me sentí muy mal, un vacio muy grande",,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83265883,8/31/2022 16:06,2,No lo sé no tengo opinión al respecto de lo que he visto,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83265871,8/31/2022 16:06,2,Nunca he tenido problemas de salud que me preocuoen,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83265846,8/31/2022 16:06,2,"La experiencia más positiva es no estar estresada por malas noticias y para ello, debo alejarme del móvil y de mis familiares. Aislarme completamente.","Anger (e.g., Rage, Mad, or Irritated)",,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
