Response ID,Timestamp (mm/dd/yyyy),Question Number,Question,Emotions,,,,,,,
85266691,9/13/2022 12:20,2,Annonce d'un fibrome à l'utérus diagnostiqué par IRM,,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85265800,9/13/2022 12:08,2,"la personne na pa pris soin de moi jme suis sentie mis de coté, jetais deçu",,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85265548,9/13/2022 12:04,2,"Ne sais pas, je ne me rappelle pas les différentes situations qui ont été présentées",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85265496,9/13/2022 12:04,2,La situation était très difficile car je ne trouvais pas de solutions pour en sortir,,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85265486,9/13/2022 12:03,2,J’ai eu une crise d’angoisse en pensant à ma situation financière actuelle,,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85265468,9/13/2022 12:03,2,"quant on annonce par exemple que l'on a un cancer, le ciel nous tombe sur la tete. on est debousollé","Anger (e.g., Rage, Mad, or Irritated)",,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85265193,9/13/2022 12:01,2,il y'a quelque jours ma fille ainé m'a annoncé sa première grossesse c'etait magique ma journée etait la plus belle des journée j'etait contente tres contente,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85265045,9/13/2022 12:01,2,"désespoir, peur, craintes en l'avenir et en mes capacités physiques futures suites à une maladie détectée suivi d'une opération et de douleurs pendant de longues années après",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85264188,9/13/2022 11:59,2,Aucune idée question sans aucun sens et sans fondement,"Anger (e.g., Rage, Mad, or Irritated)",,,,,,,
85264021,9/13/2022 11:56,2,"J’avais pris rendez-vous pour soigner mon genou et le rendez-vous a été annulé j’ai dû retéléphoner et re prendre rendez vous et j’ai encore dû attendre 3 mois , j’étais aneante",,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
85264019,9/13/2022 11:56,2,agreable et devant etre renouvelé aussi souvent que possible!,,,,,,"Desire (e.g., Wanting, Craving, or Longing)","Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85263486,9/13/2022 11:48,2,emission nulle car rien de comprehensible pour un quidam,,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,,,,,
85259865,9/13/2022 11:06,2,sans objetVeuillez prendre un instant pour réfléchir à la situation à laquelle vous venez de penser et revivre les émotions que vous avez ressenties.,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85258563,9/13/2022 10:50,2,Je n'ai pas suffisamment compris le message pour m'exprimer objectivement,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
85257520,9/13/2022 10:36,2,rien de particulier rien de plis gg huhmiu bv ytrytrt tytr ttr r,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85180003,9/12/2022 14:39,2,"Paiement du 12/09/2022, 1$ gagner sur Paypal. Si vous souhaitez vous inscrire avec mon lien de parrainage n'hésitez pas à vous inscrire avec mon lien qui est disponible sur mon blog (mon blog et sur mon profil Foxyrating). #noitane",,,"Fear (e.g., Terror, Scared, or Panic)",,,,,
84911208,9/8/2022 10:34,2,"Tut à l'heure, j'ai constaté que mon chat avait vomi ses croquettes et j'ai marché dedans ! J'étais en colère, et j'ai eu du mal à ramasser tout ça et à nettoyer mes pantoufles. C'était écoeurant !","Anger (e.g., Rage, Mad, or Irritated)","Disgust (e.g., Nausea, Sickened, or Revulsion)",,,,,,
84882836,9/8/2022 5:33,2,J’ai ressentie de la joie particulièrement puis je me suis sentit content,,,,,,,,
84872801,9/8/2022 1:32,2,Ma dernière grippe marquante il y a quasiment trois ans m'a offert trois semaines d'enfer duquel je n'ai extrait que de bonnes choses,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
84868982,9/7/2022 23:46,2,Un grand b9nheur à la naiss1nc3 de mon premier petit-fils,,,,,,,,
84866732,9/7/2022 22:14,2,rien de merveilleux ne s est passe en rapport avec ma sante ma santé est correcte par rapport a dautre personne de mon age,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83528859,9/3/2022 9:46,2,Étonnée et heureuse je suis actuellement heureuse grâce à ca merci beaucoup,,,,,,,,
83528769,9/3/2022 9:45,2,Cela été un soulagement de savoir le diagnostic et de posé enfin sur le traitement adéquat,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83528725,9/3/2022 9:45,2,C'est de l'emotion très furtive et très hylomnar et hellénique de greece,,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83528704,9/3/2022 9:44,2,Mes sentiments sont positif je me sens bien dans la peau très sensible souvent,,,,,,,,
83528692,9/3/2022 9:44,2,J’ai eu un kyste interfessier qui m’a obligé à arrêter de travailler pendant 1 mois,"Anger (e.g., Rage, Mad, or Irritated)","Disgust (e.g., Nausea, Sickened, or Revulsion)",,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83528496,9/3/2022 9:41,2,"De la joie, de la bonne humeur et de l'amour car ce sont des moments que j'ai aimé",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83528474,9/3/2022 9:41,2,j'ai ressenti un sentiment de joie et cela m'a fait plaisir et je me suis bien senti,,,,,,,,
83528435,9/3/2022 9:40,2,Pareil je me suis sentie dévastée je ne savais plus quoi faire,"Anger (e.g., Rage, Mad, or Irritated)",,"Fear (e.g., Terror, Scared, or Panic)",,,,,
83528369,9/3/2022 9:38,2,"Une crise de migraine qui commence, la douleur qui augmente, obligé d'arrêter ce que je fais,",,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83528190,9/3/2022 9:34,2,La remise d'une récompense par le Président de la République,,,,,,,,
83528184,9/3/2022 9:34,2,Quand je m’engueule avec ma mère je sais que ça va mal se passer sue mon corps va surinterprèter et que je vais finir hyper mal enfermée dans ma chambre,"Anger (e.g., Rage, Mad, or Irritated)","Disgust (e.g., Nausea, Sickened, or Revulsion)","Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83528150,9/3/2022 9:33,2,Un médecin n'a pas pris sérieusement en compte la loupe que j'ai sur le crâne,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83528148,9/3/2022 9:33,2,Sentiment d'isolement de culpabilité et dimcomprehension,,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83528138,9/3/2022 9:33,2,j ai ressenti un sentiment de tristesse et d angoisse,,,"Fear (e.g., Terror, Scared, or Panic)",,,,,
83528136,9/3/2022 9:33,2,J'avais très mal au dos. J'ai dû être hospitalisé. Je souffrais beaucoup,"Anger (e.g., Rage, Mad, or Irritated)",,,"Anxiety (e.g., Dread, Nervous, or Worry)",,"Desire (e.g., Wanting, Craving, or Longing)",,
83528131,9/3/2022 9:33,2,"Je me suis sentie vulnérable, seule et sans personne qui pouvait me comprendre. J’ai gardé au fond de moi mes sentiments",,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83425298,9/2/2022 2:02,2,La situation la plus répugnante a été un collègue qui s'est permis de divulguer des informations privées sur ma santé; Je l'ai ressenti comme une profonde trahison lorsque je l'ai appris.,"Anger (e.g., Rage, Mad, or Irritated)","Disgust (e.g., Nausea, Sickened, or Revulsion)",,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83424346,9/2/2022 1:32,2,Des émotions positives j ai ressenties aimant la musique .,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83422498,9/2/2022 0:40,2,"LORS D UNE ANESTHESIE GENERALE , PEUR DE NA PÄS ETRE BIEN ENDORMI OU DE NE PAS ME REVEILLER MALGRES UNE RELATIVE CONFIANCE DANS LE MEDECIN MAIS UNE PEUR IRRAISONNE",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83418050,9/1/2022 21:17,2,rien de special pour moi n est arrive ces derniers temps,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83389896,9/1/2022 13:27,2,Je me sens plutôt bien dans ce que je vis après certain chose me stress un peu,,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83388944,9/1/2022 13:21,2,"joie, emerveillement, bonheur, fierte, survoltee epuisee",,,,,,,,
83383683,9/1/2022 12:47,2,un soir j'étais seul chez moi j'ai eu une crise d'asthme je n'avais plus de ventoline j'ai du me debrouiller seul pour arrêter la crise en prenant du café,,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83300500,9/1/2022 1:24,2,"Lorsque je fais une crise de détresse respiratoire, on a l’impression que l’on pourrait mourir et ce qui est les cas ce qui donne un sentiment d’angoisse extrême",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83298820,9/1/2022 0:33,2,Remis à niveau après une dépression pour avoir retrouvé le gout de vivre.,,,,,,,,
83298507,9/1/2022 0:22,2,probleme cardiaque dut a ma vie proffessionnelle et je suis parti en pré retraite pour m occuper de ma santé,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83297813,9/1/2022 0:00,2,en rentrat a auchan plus rien trou noir je me suis reveiller a l hopital quelques heures apres apres plein de de fil sur ma poitrine et lon ma dit que j avais fait un avc,,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83297150,8/31/2022 23:39,2,"je précisais au médecin qui s'occupait de moi que je pensais que la procédure qu'il allait pratiquer ne fonctionnerait pas et que je ne le sentais pas du tout. il a montré du dédain et s'est énervé en précisant que cela allait me faciliter la vie. j'ai ressenti de la solitude, du dépit, une forme de fatalité et de la résignation. La procédure a effectivement échoué et ceci dans la douleur avec nécessité d'une ré-opération en urgence.",,,"Fear (e.g., Terror, Scared, or Panic)",,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83297076,8/31/2022 23:37,2,"Lorsque j’ai pu subir une opération de la scoliose. J’étais adolescente, ce fut un gros changement",,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83296836,8/31/2022 23:32,2,De parler aux autres de ma maladie je déteste. Je ne supporte pas ce genre de chose Je pense que chacun a le droit de choisir d'en discuter ou pas,"Anger (e.g., Rage, Mad, or Irritated)",,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83296767,8/31/2022 23:30,2,"Sentiment d'inconfort, d'insécurité et de désarroi","Anger (e.g., Rage, Mad, or Irritated)",,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83296428,8/31/2022 23:17,2,La naissance de notre petite fille même si nous n'étions pas présent,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83296281,8/31/2022 23:11,2,Les individus faisant preuve de négligence vis à vis d'autres ne peuvent s'imposer ou vouloir pénétrer l'environnent de ceux qu'ils ignorent ils leur faut trouver un autre moyen de communication,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83295052,8/31/2022 22:28,2,"cher mon ami massa, aujourd'hui c'est ton jour,profite toi,j'ai le sentiment envers moi",,,,,,,,
83294860,8/31/2022 22:23,2,de faire trés attention a sa santé de pas faire n'inmportequoi,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83294133,8/31/2022 21:59,2,"J'ai eu il y a plusieurs années un accident à la jambe ou on pénétrer plusieurs éclats de verre. La blessure s'est gravement infecté et pour éviter la septicemie et donc la mort j'ai été opérée 17 fois de la jambe en 3 mois et demi. Après l'une de ces opérations où en principe je devais avoir une toilette au lit et éviter au maximum de marcher pendant 2 à 3 jours, une infirmière m'a forcé à me lever pour aller à la salle de bain malgré mes douleurs en disant que je simulais. J'ai fait un malaise et je suis tombé, ce qui a rouvert la plaie et retardé la cicatrisation. Je me rappelle m'être senti tellement rabaisser, diminué, impuissante et à la fois tellement en colère. Je me sentais prisonnière de mon propre corps et pas du tout respectée ni soutenue.","Anger (e.g., Rage, Mad, or Irritated)",,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83288814,8/31/2022 20:49,2,Le jour de mon accouchement lorsque je donne naissance à mon fils puis a ma fille. C'est indescriptible le sentiment que l'on ressent. C'est tellement beau,,,,,,,,
83281898,8/31/2022 18:54,2,"On m’a diagnostiqué une dépression car mon ex m’avait quittée, je me sentais meurtrie et totalement seule, puis j’ai espérer très fort qu’il revienne et lorsque qu’il est revenu j’ai enfin pu revivre",,,,,,,,
83267932,8/31/2022 16:24,2,La situation me paraît compliquer daller au toilette sans faire de bruit C'est triste et il y a un manque terriblement,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83265884,8/31/2022 16:06,2,Après mon opération de la thyroïde je me suis sentie soulagée et apaisée,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83161539,8/30/2022 14:36,2,Ma mère qui retrouve un mec après la mort de mon père,,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83145382,8/30/2022 11:17,2,J’ai trop mal au dos souvent c’est un enfer et personne ne peut me comprendre,,,,,,,,
83139182,8/30/2022 9:43,2,Un sentiment de désespoir ou je ne sais plus quoi faire,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83134214,8/30/2022 8:41,2,de se prendre la tête avec mon fils et que cela ne s'arrange pas . très mal je fais que pleurer,,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83115966,8/30/2022 6:25,2,"J'étais en voiture, j'étais sur l'autoroute avec une forte densité de voitures, je me sentais très fatigué, et j'avais du mal à conduire à cause de douleur au dos, et aussi à cause d'un manque de sommeil. J'ai eu très peur de faire une bêtise en conduisant et de provoquer un accident, je me sentais mal à l'aise.",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83102566,8/30/2022 5:35,2,lorsque j'ai perdu mon premier enfant de la mort subite du nourrisson,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83098461,8/30/2022 4:04,2,"Avant, j'étais en situation d'obésité. J'ai dû restreindre certains aliments et faire beaucoup d'exercices physiques pour perdre du poids et surtout stabiliser mon etat diabètique.",,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,"Desire (e.g., Wanting, Craving, or Longing)","Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83089076,8/29/2022 22:28,2,"Je sentais que je n'étais pas bien, j'ai commencé à tout voir tourner autour de moi. J'ai alors eu un vertige rotatoire qui a duré 2 heures. Je n'ai pas paniqué, je me suis allongée sur le sol et j'ai attendu que cela passe et que je puisse me relever. Bizarrement, je savais ce qui était en train de se passer, mais j'ai bien géré la situation",,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83069641,8/29/2022 14:02,2,Je repense à l'ennui ressenti et à la peur que peuvent apporter un passage en opération (vécu),,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83068831,8/29/2022 13:50,2,rienne sest passer de positif ma situation se détériore,,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,,,,,
83066366,8/29/2022 13:19,2,la depression elle ma fait beaucoup de mal et a mes proches je tentais de faire des attaques et j'allais voire un medecin non traitent donc un psychologue,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83064483,8/29/2022 12:54,2,Je passe des moments de complicité avec les enfants ou nous essayions d’apprendre l’un de l’autre,,,,,,"Desire (e.g., Wanting, Craving, or Longing)",,
83063478,8/29/2022 12:42,2,De la fierté et de la joie j'aurai aimé que cela dure,,,,,,,,
83063059,8/29/2022 12:36,2,"On se sent totalement frustré et impuissant. On souhaiterait faire le maximum pour éviter que la situation s'empire mais on est désemparé car on ne sait pas comment y arriver. On s'accroche à la première chose positive pour ne pas sombrer. Une main, une épaule ou une parole réconfortante ne seront jamais oubliés",,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83061860,8/29/2022 12:22,2,C’était armonieux c’était un beau chant et j’aime se qui font,,,,,,,,
