Response ID,Timestamp (mm/dd/yyyy),Question Number,Question,Emotions,,,,,,,
85655063,9/15/2022 16:30,2,so geht das nicht weiter hatte ich gedacht und begab mich zu einer fachlichen diagnose,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85654421,9/15/2022 16:29,2,"Ich kann mich an keine Situation erinnern, die ich hier beschreiben könnte.",,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,,,,,
85651605,9/15/2022 16:25,2,Ein abgemagert es Kind im Krankenbett kann kaum mehr atmen und kämpft um jeden Atemzug. Die Rippen sieht man deutlich durch das T-Shirt. Nur Haut und Knochen. Schwach. Vollgedröhbt mit morphine. So zerbrechlich und fast tot.,"Anger (e.g., Rage, Mad, or Irritated)",,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)","Desire (e.g., Wanting, Craving, or Longing)",,
85649449,9/15/2022 16:21,2,gar nichts. gar nichts. überhaupt nichts. absolut in jedem fall gar nichts,"Anger (e.g., Rage, Mad, or Irritated)",,,,,,,
85645260,9/15/2022 16:14,2,"wurde bisher immer hervorragend behandelt, kann über keinerlei negative Erfahrung berichten",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85641678,9/15/2022 16:08,2,"ich habe beim waldbaden extrem beruhigende momente erlebt und wünsche mir, sie bald wieder zu haben",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85638543,9/15/2022 16:03,2,"während einer party später wernn alle gegangen waren der mann einer kusine, der mir seinen penis auf die handfläche leget und meint. ...mach mal",,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,,,,,
85638298,9/15/2022 16:02,2,"Die ständige Aussage meiner Hausärztin :Herr Schroeter, ich kann Ihnen nicht mehr helfen.",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85637686,9/15/2022 16:01,2,das mein bester freund unschuldig im knast sitzt und das meine beste freundin bald ins ausland ziehen will,"Anger (e.g., Rage, Mad, or Irritated)",,,,"Sadness (e.g., Grief, Lonely, or Empty)","Desire (e.g., Wanting, Craving, or Longing)",,
85621224,9/15/2022 15:34,2,"Ich weis nicht was ich da schreiben soll,solche Erlebnisse hatte ich noch nicht",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85617246,9/15/2022 15:28,2,"Ich habe mein Abitur bestanden. davor hatte ich unglaubliche Angst und auch Prüfungsangst, als ich es geschafft habe, war ich so erleichtert dass ich geweint habe",,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85608285,9/15/2022 15:14,2,"Eine Krankengymnastin machte einen Fehler und war zu grob. Als ich das bemerkte, war sie erstaunt.",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85608110,9/15/2022 15:14,2,"keine emotionen, ich habe nichts empfunden, es keine besonderen vorkommnisse",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85605478,9/15/2022 15:10,2,"keine emotionen, einfach nichts. ausdrucksloser clip.","Anger (e.g., Rage, Mad, or Irritated)",,,,,,,
85600915,9/15/2022 15:03,2,Meine Freunde sind mir sehr wichtig passe gut auf sie auf,,,"Fear (e.g., Terror, Scared, or Panic)",,,,,
85600817,9/15/2022 15:03,2,unheilbar krank bis ans lebensende und ich war darüber erschrocken,,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85599732,9/15/2022 15:01,2,Ich lag 3 Wochen im Krankenhaus und das war über Weihnachten und Silvester,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85599683,9/15/2022 15:01,2,"Ich habe erfahren, dass ich für einen neuen Job angenommen wurde, sodass ich nie mehr zu meiner alten Arbeit zurückkehren und die damit verbundenen Ängste erleben muss. Das hat mich so erleichtert und entspannt. Ich fühlte mich endlich wieder etwas normaler.",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85599005,9/15/2022 15:00,2,"Es ist keine Situation, die nur einmal im Leben passiert. Eine der schlimmsten Erfahrungen ist, verraten zu werden, hintergangen von einem Freund. Als Kind von einem Freund hintergangen zu werden, hinterlässt Spuren, die Auswirkungen auf das Vertrauen im Erwachsenalter..mehr kann ich dazu nicht sagen.","Anger (e.g., Rage, Mad, or Irritated)","Disgust (e.g., Nausea, Sickened, or Revulsion)",,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
85598693,9/15/2022 15:00,2,mit 4 j. alt war ich nicht beängstigt vom herz problem aber ab 9j. alt schon.6 mitglieder meine familie starben sehr jung zew. 30 und 62j. alt,"Anger (e.g., Rage, Mad, or Irritated)",,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85525721,9/15/2022 13:10,2,"Ich habe, Gott sei Dank, so eine Situation noch nicht erlebt und hoffe sehr, dass ich es nicht erleben werde",,,"Fear (e.g., Terror, Scared, or Panic)",,"Sadness (e.g., Grief, Lonely, or Empty)",,,
85515334,9/15/2022 12:52,2,"Ich kam gerade vom Urlaub, als ich am nächsten Morgen um 3 Uhr aufwachte, da mir der Magen ungeheuer wehtat. Ich ging zu meinen Eltern und sie fuhren mich ins Krankenhaus, in die Notaufnahme. Ich konnte kaum atmen und fühlte mich, als würde ich jeden Moment ersticken. Glücklicherweise war es nur eine Magendarmentzündung, weil ich zu viel Oreoeis gegessen hatte.",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85477440,9/15/2022 11:48,2,"Schön etwas traurig finde ich das, man muss fröhlicher werden heutzutage",,,"Fear (e.g., Terror, Scared, or Panic)",,,"Desire (e.g., Wanting, Craving, or Longing)",,
85430569,9/15/2022 10:06,2,"Das ist mir noch nicht passiert , solch eine Situation kann ich mir nicht vorstellen",,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
85424726,9/15/2022 8:56,2,meine medikamenteneinstellung war erfolgreich was mich sehr beruhigt hat,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85422170,9/15/2022 8:23,2,Hören und sehen ist mein Augenmerk und konzentriet,,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)","Desire (e.g., Wanting, Craving, or Longing)","Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85404216,9/15/2022 4:45,2,"Im medizinischen Bereich war ich vor einigen Jahren froh, als ich ein spezielles Trainingsgerät für meine Kieferproblematik bekam",,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85371509,9/14/2022 14:53,2,sowas habe ich schon seit langem nicht mehr erlebt,"Anger (e.g., Rage, Mad, or Irritated)",,,,,,,
85353082,9/14/2022 11:09,2,Emotional habe ich mich gefühlt während der Diagnose.,"Anger (e.g., Rage, Mad, or Irritated)",,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85324007,9/14/2022 6:08,2,alter mann sehr traurig hatte keine grossartigen gefühle.Belanglos,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
85297526,9/14/2022 0:31,2,Ich habe geweint. Es war einfach schön mal wieder eine gute Nachricht zu bekommen. Ich war erleichtert und glücklich.,,,,,,"Desire (e.g., Wanting, Craving, or Longing)","Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85296350,9/13/2022 23:43,2,Als meine Mutter starb und ich nicht bei ihr sein konnte,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
85292318,9/13/2022 20:57,2,"Bei dem Verlust einer nahe stehenden Person fühlte ich mich sehr traurig und hilflos, gleichzeitig aber auch erleichtert, da diese Person sehr lange grossem leiden ausgesetzt war",,,,,"Sadness (e.g., Grief, Lonely, or Empty)","Desire (e.g., Wanting, Craving, or Longing)",,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85289921,9/13/2022 19:32,2,Ich waiß nicht und mehr umfragen bitte. Es tot mir leid.,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
85284111,9/13/2022 17:01,2,"habe leider nichts empfunden, weiß deshalb auch nicht was ich jetzt schreiben soll",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85283089,9/13/2022 16:36,2,Musik die eingängig ist und erinnerungswerte schafft,,,,,,"Desire (e.g., Wanting, Craving, or Longing)","Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85277512,9/13/2022 14:52,2,Weder das eine noch das andere ist vorhanden. Iijoolllvvbn kvjjoj kvjckvo,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85277279,9/13/2022 14:48,2,ich habe keine antwort parat auf diese Frage. solche situationen sind nichts für mich,,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,,,,,
85277063,9/13/2022 14:44,2,"Ich habe im Krankenhaus gelegen und meine Diagnose war erschütternd, nach einigen Wochen kam der Arzt zu mir und teilte mir mit, dass ich wieder gesund werde, mir schossen Tränen ins Gesicht, ich war erschüttert glücklich , fassungslos, alles ailuf einmal",,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85276926,9/13/2022 14:42,2,Ich bin ehrlich ich finde es komisch tja so ist es halt,,,"Fear (e.g., Terror, Scared, or Panic)",,,,,
85275389,9/13/2022 14:19,2,nix besonderesnix besonderesnix besonderesnix besonderes,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85273410,9/13/2022 13:47,2,"Es war überall eine gedrückte Stimmung zu erkennen. Das liegt daran, dass niemand geredet hat. Alle haben nur vor sich hingelebt, ohne miteinander zu interagieren. Alleine die Musik war Ausdrucksmittel.",,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85273147,9/13/2022 13:42,2,Ich empfand sehr große Begeisterung deswegen und auch sehr viel Freude.,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85273082,9/13/2022 13:41,2,keine wirklich einfach niemals danke violence dank,,,,,,"Desire (e.g., Wanting, Craving, or Longing)",,
85266294,9/13/2022 12:14,2,ich habe beim betrachten keine emotionen empfunden,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85263055,9/13/2022 11:43,2,Ein älterer Mann hat einen Kopfhörer an und einige Jugend spielen Musik und ein Mann ist in einem Taxi eingestiegen,,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85259546,9/13/2022 11:02,2,Frust.. Enttäuschung. .. Wut. . Trauer..einsam.. alleine,"Anger (e.g., Rage, Mad, or Irritated)",,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85258528,9/13/2022 10:49,2,"Wenn ich Freunde rede dann sind meine Gefühle unterschiedlich, weil es kommt drauf wer diese Person ist und über was wir reden",,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,"Desire (e.g., Wanting, Craving, or Longing)",,
85255933,9/13/2022 10:18,2,"Verschiedene Szenen, die mich nicht angesprochen haben",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85249499,9/13/2022 9:11,2,Spaziergang durch den Wald. Die Ruhe genießen und Vögel hören tiere und Pflanzen sehen,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85247757,9/13/2022 8:49,2,ich habe mich verdammt schlecht gefühlt. War halt ein ernster Moment,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
85247434,9/13/2022 8:44,2,"Bei dem 1. Clip war es definitiv Angst, bei dem 2. war es das jemand Ruhe haben mag und bei dem 3. das Freunde zusammen in der Schule musizieren",,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85246563,9/13/2022 8:33,2,"Ich habe erfahren, dass keine op der Bandscheibe erforderlich ist",,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85246227,9/13/2022 8:30,2,ich hab mich nicht so richtig rein fühlen können in diese situation,,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,"Anxiety (e.g., Dread, Nervous, or Worry)",,"Desire (e.g., Wanting, Craving, or Longing)",,
85245365,9/13/2022 8:20,2,"ein Mann steigt in ein Taxi und fährt nach Hause, Die Gegend ist düster. Zuhause zieht Er sich die schuhe aus und wirkt entspannt. Er setzt sich die Kopfhörer auf und dann erscheint eine Mädchenband in Schuluniformen die Blasinstrumente spielen",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
85244938,9/13/2022 8:16,2,"habe nichts besonderes zu berichten, habe nichts zu erzählen.",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85244762,9/13/2022 8:14,2,Es war stressfrei ruhig uund entspannend zu sehen.,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
85244164,9/13/2022 8:10,2,"Gute Stimmung und gute Gedanken die zeigen, dass die Kinder Freude empfinden",,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
85182657,9/12/2022 15:10,2,ich finde es toll und es hat mich froh gemacht sehr sehr gut einfach,,,,,,"Desire (e.g., Wanting, Craving, or Longing)",,
85180242,9/12/2022 14:42,2,Keine Ahnung wie das funktioniert. Ist ein guter Anbieter würde ich gerne weiter empfehlen und auch verwenden.,,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)","Desire (e.g., Wanting, Craving, or Longing)",,
85180211,9/12/2022 14:41,2,"Als mein Wunsch erfüllt worden ist, innere Zufriedenheir",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
85179975,9/12/2022 14:39,2,"Bei einer Hüft-OP wurde mein Becken zertrümmert. Was ich fühlte, als ich erfuhr, das dies nicht mehr zu reparieren ist, kann ich in Worten nicht ausdrücken. Mein Leben war mit dieser OP vorbei.","Anger (e.g., Rage, Mad, or Irritated)",,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
84987699,9/9/2022 10:22,2,"Ich hatte damit noch keine wirkliche Erfahrung , aber kann mich jedoch hineinversetzen",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
84987491,9/9/2022 10:19,2,Sie haben mich unterstützt.. und es war sehr positiv,,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
84987391,9/9/2022 10:17,2,"Der Bauch hat gekribbelt und man hat eine Intuition gehabt. Das Herz hat schneller geschlagen, man hatte das Gefühl einem Klos im Hals zu haben sowie schnelleren Pulsschlag",,,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
84987208,9/9/2022 10:14,2,Meine Hochzeit bleibt mir besonders in Erinnerung. Alle Familienangehörige beisammen zu haben.,,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
84987039,9/9/2022 10:12,2,Ich gehe jeden Tag spazieren und wandern und schwimmen,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83367326,9/1/2022 9:52,2,"Ich war zuerst total sprachlos und konnte nicht fassen was ich gerade gehört habe. Ich fragte mich warum mir das passieren musste, warum ich diesen Schmerz fühlen musste. Ich dachte auch ständig an die Zeit zurück, an dem ich es nicht wusste und noch alles normal war. Als ich es dann realisiert habe, kamen mir die Tränen. ich versuchte normal zu atmen und hielt die Luft an, aber das machte es gerade nicht viel leichter.","Anger (e.g., Rage, Mad, or Irritated)",,"Fear (e.g., Terror, Scared, or Panic)","Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83365476,9/1/2022 9:34,2,Ich habe es mit dir gemacht ich hab dich nicht gut geschlafen ich hab gerade in der Schule geschrieben bis später ich bin jetzt in Berlin und dann hab mich gerade in die Stadt zu Hause ich hab mich nicht mehr so gut gemacht ich hab dich nicht so,,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
83363906,9/1/2022 9:29,2,"Ich hatte ein Buch geschenkt bekommen, was ich schon immer haben wollte das hat mich sehr glücklich gemacht",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83363310,9/1/2022 9:23,2,Positive Ereignisse dass ich eine Arbeit trotz meiner körperlichen einschränkung bekommen habe,,,,"Anxiety (e.g., Dread, Nervous, or Worry)",,,,
83323811,9/1/2022 6:48,2,Traumatisierendes und unangenehm im Hinterkopf geblieben,,,"Fear (e.g., Terror, Scared, or Panic)",,"Sadness (e.g., Grief, Lonely, or Empty)","Desire (e.g., Wanting, Craving, or Longing)",,
83323672,9/1/2022 6:47,2,"Eine Person mit der ich geredet hab, hatte starken Mundgeruch. Ich habe mich sehr unwohl gefühlt & wusste es nicht ob ich es der Person sagen soll",,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,,,,,
83323609,9/1/2022 6:46,2,Es war traurig und tut mir leid. Es sehr schade und ungerecht,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83323458,9/1/2022 6:45,2,als ich letztes jahr eine reise gemacht habe wobei ich sehr motiviert und glücklich war,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83323375,9/1/2022 6:44,2,Bewohner bei mir vor den Augen gestorben und ich musste noch die Familie am Telefon mitteilen,,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83323369,9/1/2022 6:44,2,Ein unangenehm riechender Pfandsammler stand letztes im REWE vor mir am Pfandautomaten.,,"Disgust (e.g., Nausea, Sickened, or Revulsion)",,,,,,
83323353,9/1/2022 6:44,2,Ich habe mich sehr hilflos und im Stich gelassen gefühlt. Missverstanden und einsam,"Anger (e.g., Rage, Mad, or Irritated)","Disgust (e.g., Nausea, Sickened, or Revulsion)",,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83323274,9/1/2022 6:43,2,"Ich habe mir vorgenommen einen Nebenjob zu bekommen, habe noch beworben und es ist passier und ich habe mich sehr gefreut weil ich bewiesen hatte dass ich etwas kann und schaffe",,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
83322588,9/1/2022 6:36,2,"Glücklich sein, das man soweit gesund ist und keine Krankheit hat",,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83322481,9/1/2022 6:35,2,"Ich habe immer als ich joggen war ein sehr starkes bedrückendes Gefühl in meiner Brust verspürt. Ich hatte als Kind Asthma, dass ist eine chronische Erkrankung. Im laufe des Alters und mit viel Sport und Gesunder Ernährung habe ich es geschafft meine Medikamente abzusetzen und hatte auch keinen Anfall mehr oder Atemnot. Vor einem Jahr habe ich angefangen zu rauchen. Da ich momentan in einem Beruf arbeite, wo man auch sportlich sein muss habe ich wieder angefangen mit Sport. Die ersten Male waren sehr sehr hart für mich, weil ich meine Medikamente abgesetzt hatte und auch keine mehr zum Notfall habe. Ich habe die ersten Male als ich joggen war immer sehr schlechte Luft gehabt und ich wusste genau das dies eintreten wird, da ich kein Sport mehr gemacht habe und angefangen habe zu rauchen. In dem Moment ging es mir sehr schlecht und ich habe mich sehr darüber aufgeregt, dass ich aufgehört habe Sport zu machen und meine Kondition verloren habe und zudem das ich rauche und dadurch nochweniger Luft kriege beim Sport.","Anger (e.g., Rage, Mad, or Irritated)",,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83322452,9/1/2022 6:35,2,Tod eines geliebten Menschen. Traurig und verlistangst,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83322430,9/1/2022 6:35,2,Ich hatte Kopfschmerzen und jeder hat mir geraten Tabletten zu nehmen. Ich habe aber Tee getrunken,"Anger (e.g., Rage, Mad, or Irritated)",,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83322411,9/1/2022 6:34,2,Ich habe das Gefühl Traurigkeit. Ich bin zu tief im Wasser reingegangen bis ich nicht mehr rauskam. Ich hatte ein Merkwürdiges Gefühl.,,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83322126,9/1/2022 6:32,2,"Ich erinnere mich an dem Tag wo ich gefunden hatte das in meine Bruste ich habe Ciste,und war sehr schlimm weil ich habe schlimme sachen gedacht,aber nach dem untersuchung war alles gut,und mir haben alles geklärt das ist nicht schlimm und ich muss jedes Jahr untersuchung machen.",,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)","Desire (e.g., Wanting, Craving, or Longing)","Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83321748,9/1/2022 6:29,2,Ich hatte nicht wirklich irgendwelche besonderen Emotionen.,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83321681,9/1/2022 6:28,2,"von 20 Jahren diagnostizierte ein Arzt bei mir einen Hirntumor. Ich dachte mir direkt, dass war`s dann für mich. Wollte nur nach Haus und mich verkriechen. Am nächsten Tag war es anders. Ich wollte eine zweite Meinung. Die habe ich mir geholt. Es war ein Irrtum. Ich hatte keinen Tumor","Anger (e.g., Rage, Mad, or Irritated)",,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83321637,9/1/2022 6:28,2,Ich dachte das ich corona positiv sein könnte aber wünschte es nicht zu sein war dann dich positiv,,,,"Anxiety (e.g., Dread, Nervous, or Worry)","Sadness (e.g., Grief, Lonely, or Empty)",,,
83321617,9/1/2022 6:28,2,Als ich in der reha war wurde sich gekuemmert und es war dorz sehr schoen,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83321539,9/1/2022 6:27,2,"Es war nicht abstoßend dabei, was ich gesehen habe",,,,,,"Desire (e.g., Wanting, Craving, or Longing)",,
83321197,9/1/2022 6:24,2,Das jemand gestorben ist weil sie eine Krankheit hatte und ich das erst spät erfahren habe,"Anger (e.g., Rage, Mad, or Irritated)",,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,
83320854,9/1/2022 6:20,2,Ich habe tabletten gegen meine akne bekomen und diese sind dann deutlich weggegangen,,,,,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)","Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
83320441,9/1/2022 6:16,2,aber es gibt ja auch nicht mal was mit mir in die gruppe ist aber du hast ja ja schon zu machen,,,"Fear (e.g., Terror, Scared, or Panic)",,,,"Relaxation (e.g., Easygoing, Chilled out, or Calm)",
83298468,9/1/2022 0:21,2,Ich würde mich eigentlich ganz normal fühlen weil es ja mein Freund wäre,,,,,,,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
83294495,8/31/2022 22:11,2,Erinnerung an meine verstorbenen Opa in Brasilien sehr sehr she traurig,,,,,"Sadness (e.g., Grief, Lonely, or Empty)",,,"Happiness (e.g., Satisfaction, Enjoyment, or Liking)"
